Store,ActualSales,MAE,RMSPE
231,387560,959.93888671875,0.25441384361053554
405,348555,957.2505403645833,0.27375922293775484
710,368092,957.1715397135416,0.27906289941538304
517,472131,955.3176333778783,0.31042760196020125
327,607049,955.1054623252467,0.1749920471027997
753,637441,955.0808333333333,0.1339872269337376
297,548714,953.20224609375,0.14064662845212683
619,333066,951.6139713541667,0.3384716881491435
427,575694,950.023359375,0.1685279206154874
41,453885,948.7063932291667,0.21071785829602202
54,610767,948.1965396278783,0.13197782969325977
1017,502487,947.0485454358553,0.20638737791280465
1093,659711,946.6981458162006,0.1344816600350096
616,634644,946.61236328125,0.12892869807880344
489,575054,945.7715357730264,0.15819426775416276
132,570403,945.1537825520834,0.1414329086207969
760,628092,944.8471551192434,0.1411760265601516
1003,538368,942.2249934895833,0.16516327756125915
1029,414211,940.6533845600329,0.5197717815987256
494,707408,940.6084681919643,0.21504978730780636
984,485535,939.7608268229167,0.16305177827283343
628,485403,938.7650017989309,0.21936416591256555
193,407540,935.8640364583333,0.2468745490965952
975,578399,934.12357421875,0.14265577659144135
17,466368,933.9953971354166,0.2688118750920576
30,314606,931.0252388619087,0.2770130993008906
162,603662,930.1515169270833,0.12716907250346127
334,402613,929.7119921875,0.20859170598206084
264,525542,929.4029091282895,0.18331110331225556
624,525952,929.2765950520833,0.22532810694653094
695,432850,928.9527571614583,0.3256487871899275
124,356985,928.440517578125,0.27011920482050983
987,517940,927.6644287109375,0.226217828440142
160,433449,926.9539518229167,0.20761983147290786
33,626698,926.3357065561655,0.13811258733746104
861,302978,926.122666015625,0.27946156620686735
177,290756,924.7037514134457,0.4455398577008754
991,455764,924.3505989583333,0.17955778951028575
355,697973,922.4666234066611,0.12220385293952778
666,568525,920.3680338541667,0.14730643105439137
318,567418,920.0110184518915,0.1818613178406645
685,443283,919.9615559895833,0.32779615802192436
287,637100,919.2145703125,0.12844194400415337
200,598494,918.9125911458333,0.13165607063817691
728,419548,918.4672330729167,0.18805056436380135
1060,563561,918.1742643229167,0.13456562193974653
742,637235,915.9449153645834,0.12274406546783743
463,467458,913.7643294270833,0.2452206909190328
328,339333,913.6367545572916,0.2857190497843279
245,733566,913.3210677083333,0.10703471843320107
252,801107,912.5974479166666,0.10475070609378799
1057,489787,910.2311240748355,0.17586175033940038
210,239925,909.7179329427083,0.32031824814013415
973,548338,909.2348307291667,0.14412923730170912
139,503400,907.8679036458333,0.1825157538954029
478,528020,906.7941830283717,0.20942719700631748
392,561190,906.7237434895833,0.18728005859290517
741,641497,905.7289268092105,0.13127666152839937
856,563165,905.284822162829,0.14442689135217007
283,592304,904.2467708333334,0.13536153420137698
1076,311728,903.379921875,0.29984133106054817
106,685463,902.801712839227,0.12406478545536365
786,256109,902.7516704358553,0.5029714288509529
677,543742,902.4564778645833,0.17769850334532275
343,594642,901.3218359375,0.12625479872899406
775,661476,900.25701171875,0.11781572720816343
908,310259,900.0004069010416,0.2694375511934317
436,421791,898.5117123252467,0.2375521526563775
382,601459,898.3067241467928,0.15441770697381715
203,536240,898.1182797080592,0.18356896691599545
878,656845,897.8282277960526,0.15120527566719888
1000,552042,896.0874609375,0.16483294093173553
724,538681,895.8815625,0.1792710376927467
261,895861,895.340546875,0.10886039446181403
460,291518,894.7822329872533,0.312646422879718
765,672076,890.63017578125,0.1292141696530166
754,556611,890.4174162212171,0.2509526724485626
237,366921,889.6901534231085,0.22835095452687812
62,506628,887.87228515625,0.17659645466030377
840,510837,886.860152395148,0.2761968746612743
194,383537,886.6738248697917,0.21501390243107152
819,456405,886.0422170538651,0.188053995691349
