Month,0,1
1,,
2,,
3,,
4,,
5,0.18084061492044762,0.14223665745007277
6,0.1574675705211566,0.15302010242189884
7,0.17714863131027148,0.1654880247245695
8,,
9,,
10,,
11,,
12,,
